term,draw_time,front_1,front_2,front_3,front_4,front_5,back_1,back_2,pool_balance_after_draw,pool_balance,total_sale_amount,flow_fund,equipment_count,pdf_url,prize_1_count,prize_1_amount,prize_1_total,prize_1_extra_count,prize_1_extra_amount,prize_1_extra_total,prize_2_count,prize_2_amount,prize_2_total,prize_2_extra_count,prize_2_extra_amount,prize_2_extra_total,prize_3_count,prize_3_amount,prize_3_total,prize_4_count,prize_4_amount,prize_4_total,prize_5_count,prize_5_amount,prize_5_total,prize_6_count,prize_6_amount,prize_6_total,prize_7_count,prize_7_amount,prize_7_total
22104,2022-09-10,03,05,13,19,25,02,05,"815,868,126.59","828,275,399.62","278,107,743",0,3,https://pdf.sporttery.cn/33800/22104/22104.pdf,5,"10,000,000","50,000,000",1,"8,000,000","8,000,000",152,"66,422","10,096,144",52,"53,137","2,763,124",250,"10,000","2,500,000","1,274","3,000","3,822,000","25,997",300,"7,799,100","29,504",200,"5,900,800","45,216",100,"4,521,600"
22105,2022-09-12,01,08,09,21,22,01,04,"797,227,537.62","815,868,126.59","261,227,681",0,1,https://pdf.sporttery.cn/33800/22105/22105.pdf,6,"9,548,733","57,292,398",2,"7,638,986","15,277,972",132,"87,218","11,512,776",53,"69,774","3,698,022",255,"10,000","2,550,000",705,"3,000","2,115,000","16,628",300,"4,988,400","20,190",200,"4,038,000","39,049",100,"3,904,900"
22106,2022-09-14,16,17,21,28,32,04,07,"817,054,416.65","797,227,537.62","263,686,397",19826879.03,2,https://pdf.sporttery.cn/33800/22106/22106.pdf,4,"8,148,482","32,593,928",1,"6,518,785","6,518,785",71,"189,339","13,443,069",21,"151,471","3,180,891",253,"10,000","2,530,000",760,"3,000","2,280,000","11,908",300,"3,572,400","20,574",200,"4,114,800","27,968",100,"2,796,800"
22107,2022-09-17,07,09,19,28,29,08,10,"771,831,893.27","817,054,416.65","289,183,885",0,1,https://pdf.sporttery.cn/33800/22107/22107.pdf,11,"7,084,969","77,934,659",1,"5,667,975","5,667,975",326,"22,384","7,297,184",197,"17,907","3,527,679",547,"10,000","5,470,000","1,470","3,000","4,410,000","31,294",300,"9,388,200","35,290",200,"7,058,000","63,120",100,"6,312,000"
22108,2022-09-19,04,07,13,26,28,07,11,"796,949,041.90","771,831,893.27","270,398,530",25117148.63,3,https://pdf.sporttery.cn/33800/22108/22108.pdf,2,"9,817,382","19,634,764",1,"7,853,905","7,853,905",114,"97,359","11,098,926",48,"77,887","3,738,576",228,"10,000","2,280,000",745,"3,000","2,235,000","16,088",300,"4,826,400","25,907",200,"5,181,400","33,388",100,"3,338,800"
22109,2022-09-21,05,09,24,29,35,05,12,"726,986,669.25","796,949,041.90","274,478,389",0,3,https://pdf.sporttery.cn/33800/22109/22109.pdf,13,"5,529,833","71,887,829",9,"4,423,866","39,814,794",108,"89,188","9,632,304",30,"71,350","2,140,500",174,"10,000","1,740,000","1,381","3,000","4,143,000","18,462",300,"5,538,600","41,476",200,"8,295,200","32,897",100,"3,289,700"
22110,2022-09-24,02,13,16,18,23,03,06,"741,140,375.95","726,986,669.25","293,502,614",14153706.7,1,https://pdf.sporttery.cn/33800/22110/22110.pdf,5,"7,700,255","38,501,275",0,---,0,106,"102,849","10,901,994",48,"82,279","3,949,392",149,"10,000","1,490,000",901,"3,000","2,703,000","16,899",300,"5,069,700","38,884",200,"7,776,800","28,889",100,"2,888,900"
22111,2022-09-26,06,12,16,19,31,06,10,"770,835,538.84","741,140,375.95","275,608,888",29695162.89,1,https://pdf.sporttery.cn/33800/22111/22111.pdf,3,"10,000,000","30,000,000",0,---,0,81,"165,393","13,396,833",26,"132,314","3,440,164",186,"10,000","1,860,000",717,"3,000","2,151,000","16,124",300,"4,837,200","19,997",200,"3,999,400","41,098",100,"4,109,800"
22112,2022-09-28,04,11,18,20,26,06,12,"782,148,236.89","770,835,538.84","277,451,326",11312698.05,1,https://pdf.sporttery.cn/33800/22112/22112.pdf,6,"7,374,292","44,245,752",0,---,0,92,"133,251","12,259,092",32,"106,600","3,411,200",412,"10,000","4,120,000",687,"3,000","2,061,000","18,353",300,"5,505,900","18,567",200,"3,713,400","60,025",100,"6,002,500"
22113,2022-10-05,13,15,22,31,33,05,12,"816,761,134.28","782,148,236.89","276,092,506",34612897.39,2,https://pdf.sporttery.cn/33800/22113/22113.pdf,3,"10,000,000","30,000,000",0,---,0,61,"229,523","14,000,903",23,"183,618","4,223,214",162,"10,000","1,620,000",456,"3,000","1,368,000","11,180",300,"3,354,000","16,527",200,"3,305,400","30,809",100,"3,080,900"
22114,2022-10-08,11,21,24,27,28,05,10,"850,606,831.09","816,761,134.28","279,880,005",33845696.81,2,https://pdf.sporttery.cn/33800/22114/22114.pdf,3,"10,000,000","30,000,000",0,---,0,146,"79,680","11,633,280",100,"63,744","6,374,400",152,"10,000","1,520,000",595,"3,000","1,785,000","12,553",300,"3,765,900","20,144",200,"4,028,800","32,526",100,"3,252,600"
22115,2022-10-10,17,19,20,23,27,03,08,"876,900,512.54","850,606,831.09","264,625,441",26293681.45,2,https://pdf.sporttery.cn/33800/22115/22115.pdf,1,"10,000,000","10,000,000",1,"8,000,000","8,000,000",73,"129,865","9,480,145",29,"103,892","3,012,868",157,"10,000","1,570,000",944,"3,000","2,832,000","15,932",300,"4,779,600","33,622",200,"6,724,400","32,288",100,"3,228,800"
22116,2022-10-12,01,07,20,22,31,07,12,"903,895,960.47","876,900,512.54","268,635,897",26995447.93,1,https://pdf.sporttery.cn/33800/22116/22116.pdf,2,"10,000,000","20,000,000",1,"8,000,000","8,000,000",93,"133,489","12,414,477",29,"106,791","3,096,939",170,"10,000","1,700,000",717,"3,000","2,151,000","14,684",300,"4,405,200","22,882",200,"4,576,400","31,549",100,"3,154,900"
22117,2022-10-15,09,12,15,21,32,02,07,"943,874,218.60","903,895,960.47","288,760,077",39978258.13,2,https://pdf.sporttery.cn/33800/22117/22117.pdf,2,"10,000,000","20,000,000",0,---,0,100,"133,836","13,383,600",33,"107,068","3,533,244",248,"10,000","2,480,000",894,"3,000","2,682,000","15,649",300,"4,694,700","24,714",200,"4,942,800","42,945",100,"4,294,500"
22118,2022-10-17,02,05,15,17,26,02,08,"980,149,419.52","943,874,218.60","266,205,201",36275200.92,3,https://pdf.sporttery.cn/33800/22118/22118.pdf,2,"10,000,000","20,000,000",0,---,0,79,"168,497","13,311,263",19,"134,797","2,561,143",189,"10,000","1,890,000",618,"3,000","1,854,000","15,725",300,"4,717,500","20,785",200,"4,157,000","36,031",100,"3,603,100"
22119,2022-10-19,01,09,16,25,29,04,09,"935,330,701.36","980,149,419.52","265,928,079",0,1,https://pdf.sporttery.cn/33800/22119/22119.pdf,9,"6,378,248","57,404,232",2,"5,102,598","10,205,196",187,"27,731","5,185,697",56,"22,184","1,242,304",351,"10,000","3,510,000","2,263","3,000","6,789,000","24,447",300,"7,334,100","63,073",200,"12,614,600","38,944",100,"3,894,400"
22120,2022-10-22,11,22,26,30,33,03,05,"785,438,059.18","935,330,701.36","297,092,815",0,2,https://pdf.sporttery.cn/33800/22120/22120.pdf,20,"6,147,599","122,951,980",18,"4,918,079","88,525,422",128,"104,891","13,426,048",47,"83,912","3,943,864",168,"10,000","1,680,000",802,"3,000","2,406,000","16,375",300,"4,912,500","22,735",200,"4,547,000","34,272",100,"3,427,200"
22121,2022-10-24,04,15,16,20,21,04,05,"808,811,731.54","785,438,059.18","273,260,256",23373672.36,2,https://pdf.sporttery.cn/33800/22121/22121.pdf,4,"8,403,281","33,613,124",1,"6,722,624","6,722,624",157,"75,311","11,823,827",102,"60,248","6,145,296",193,"10,000","1,930,000",549,"3,000","1,647,000","13,613",300,"4,083,900","18,019",200,"3,603,800","32,484",100,"3,248,400"
22122,2022-10-26,04,15,17,19,25,06,12,"833,361,576.04","808,811,731.54","274,529,792",24549844.5,2,https://pdf.sporttery.cn/33800/22122/22122.pdf,3,"10,000,000","30,000,000",0,---,0,78,"152,034","11,858,652",29,"121,627","3,527,183",218,"10,000","2,180,000",734,"3,000","2,202,000","14,994",300,"4,498,200","23,054",200,"4,610,800","36,828",100,"3,682,800"
22123,2022-10-29,02,20,28,29,30,07,10,"807,264,781.73","833,361,576.04","305,820,352",0,1,https://pdf.sporttery.cn/33800/22123/22123.pdf,6,"8,863,199","53,179,194",4,"7,090,559","28,362,236",84,"146,975","12,345,900",28,"117,580","3,292,240",151,"10,000","1,510,000",930,"3,000","2,790,000","15,959",300,"4,787,700","36,304",200,"7,260,800","30,430",100,"3,043,000"
22124,2022-10-31,02,04,11,25,30,06,12,"829,363,342.19","807,264,781.73","280,957,519",22098560.46,3,https://pdf.sporttery.cn/33800/22124/22124.pdf,4,"10,000,000","40,000,000",1,"8,000,000","8,000,000",81,"184,091","14,911,371",33,"147,272","4,859,976",181,"10,000","1,810,000",558,"3,000","1,674,000","11,890",300,"3,567,000","15,147",200,"3,029,400","28,776",100,"2,877,600"
22125,2022-11-02,03,07,14,16,19,01,11,"847,578,280.31","829,363,342.19","281,402,027",18214938.12,2,https://pdf.sporttery.cn/33800/22125/22125.pdf,3,"10,000,000","30,000,000",0,---,0,59,"185,273","10,931,107",18,"148,218","2,667,924",233,"10,000","2,330,000",972,"3,000","2,916,000","16,268",300,"4,880,400","36,119",200,"7,223,800","39,155",100,"3,915,500"
22126,2022-11-05,04,05,08,22,35,01,03,"858,035,622.37","847,578,280.31","302,545,991",10457342.06,2,https://pdf.sporttery.cn/33800/22126/22126.pdf,4,"10,000,000","40,000,000",2,"8,000,000","16,000,000",108,"124,630","13,460,040",53,"99,704","5,284,312",297,"10,000","2,970,000",551,"3,000","1,653,000","16,993",300,"5,097,900","18,662",200,"3,732,400","44,758",100,"4,475,800"
22127,2022-11-07,02,03,08,09,20,04,10,"898,918,318.08","858,035,622.37","281,679,123",40882695.71,2,https://pdf.sporttery.cn/33800/22127/22127.pdf,1,"10,000,000","10,000,000",0,---,0,111,"104,450","11,593,950",33,"83,560","2,757,480",301,"10,000","3,010,000",945,"3,000","2,835,000","19,467",300,"5,840,100","27,384",200,"5,476,800","48,530",100,"4,853,000"
22128,2022-11-09,10,19,21,23,35,04,10,"971,487,159.52","898,918,318.08","287,676,329",72568841.44,1,https://pdf.sporttery.cn/33800/22128/22128.pdf,0,---,0,0,---,0,59,"267,208","15,765,272",22,"213,766","4,702,852",133,"10,000","1,330,000",358,"3,000","1,074,000","10,954",300,"3,286,200","13,106",200,"2,621,200","32,088",100,"3,208,800"
22129,2022-11-12,10,17,23,34,35,01,04,"1,037,498,580.49","971,487,159.52","296,103,979",66011420.97,3,https://pdf.sporttery.cn/33800/22129/22129.pdf,1,"10,000,000","10,000,000",0,---,0,73,"234,563","17,123,099",23,"187,650","4,315,950",184,"10,000","1,840,000",451,"3,000","1,353,000","12,941",300,"3,882,300","14,231",200,"2,846,200","38,291",100,"3,829,100"
22130,2022-11-14,05,07,15,18,23,05,10,"1,072,190,623.65","1,037,498,580.49","276,026,401",34692043.16,1,https://pdf.sporttery.cn/33800/22130/22130.pdf,1,"10,000,000","10,000,000",1,"8,000,000","8,000,000",116,"96,255","11,165,580",48,"77,004","3,696,192",282,"10,000","2,820,000",856,"3,000","2,568,000","18,165",300,"5,449,500","23,578",200,"4,715,600","39,653",100,"3,965,300"
22131,2022-11-16,02,06,08,10,17,05,06,"1,023,428,077.10","1,072,190,623.65","280,955,531",0,2,https://pdf.sporttery.cn/33800/22131/22131.pdf,13,"7,230,419","93,995,447",0,---,0,130,"68,297","8,878,610",71,"54,637","3,879,227",196,"10,000","1,960,000","1,139","3,000","3,417,000","21,663",300,"6,498,900","33,228",200,"6,645,600","37,680",100,"3,768,000"
22132,2022-11-19,02,27,30,34,35,09,12,"1,087,727,608.19","1,023,428,077.10","303,478,141",64299531.09,3,https://pdf.sporttery.cn/33800/22132/22132.pdf,1,"10,000,000","10,000,000",0,---,0,78,"210,404","16,411,512",27,"168,323","4,544,721",144,"10,000","1,440,000",526,"3,000","1,578,000","11,455",300,"3,436,500","18,340",200,"3,668,000","23,635",100,"2,363,500"
22133,2022-11-21,01,02,14,30,31,06,09,"1,126,501,374.52","1,087,727,608.19","268,194,352",38773766.33,1,https://pdf.sporttery.cn/33800/22133/22133.pdf,2,"10,000,000","20,000,000",0,---,0,74,"189,237","14,003,538",17,"151,389","2,573,613",141,"10,000","1,410,000",629,"3,000","1,887,000","12,270",300,"3,681,000","21,505",200,"4,301,000","27,456",100,"2,745,600"
22134,2022-11-23,03,16,23,27,32,03,06,"1,082,667,691.29","1,126,501,374.52","260,504,803",0,3,https://pdf.sporttery.cn/33800/22134/22134.pdf,10,"7,180,775","71,807,750",2,"5,744,620","11,489,240",131,"67,295","8,815,645",43,"53,836","2,314,948",262,"10,000","2,620,000","1,651","3,000","4,953,000","19,839",300,"5,951,700","39,898",200,"7,979,600","41,665",100,"4,166,500"
22135,2022-11-26,09,10,27,31,32,01,03,"1,072,783,224.93","1,082,667,691.29","276,637,790",0,1,https://pdf.sporttery.cn/33800/22135/22135.pdf,5,"10,000,000","50,000,000",3,"8,000,000","24,000,000",47,"310,719","14,603,793",14,"248,575","3,480,050",175,"10,000","1,750,000",523,"3,000","1,569,000","14,158",300,"4,247,400","17,479",200,"3,495,800","31,588",100,"3,158,800"
22136,2022-11-28,01,11,15,17,33,03,11,"1,089,020,630.41","1,072,783,224.93","243,043,220",16237405.48,3,https://pdf.sporttery.cn/33800/22136/22136.pdf,4,"10,000,000","40,000,000",0,---,0,47,"248,618","11,685,046",21,"198,894","4,176,774",131,"10,000","1,310,000",435,"3,000","1,305,000","10,740",300,"3,222,000","15,906",200,"3,181,200","27,707",100,"2,770,700"
22137,2022-11-30,05,06,08,15,20,07,08,"1,041,138,782.99","1,089,020,630.41","236,652,115",0,2,https://pdf.sporttery.cn/33800/22137/22137.pdf,8,"6,803,296","54,426,368",5,"5,442,636","27,213,180",135,"50,059","6,757,965",69,"40,047","2,763,243",184,"10,000","1,840,000","1,207","3,000","3,621,000","18,853",300,"5,655,900","37,545",200,"7,509,000","31,907",100,"3,190,700"
22138,2022-12-03,05,13,16,27,33,07,12,"983,440,468.09","1,041,138,782.99","263,569,680",0,3,https://pdf.sporttery.cn/33800/22138/22138.pdf,14,"7,323,910","102,534,740",2,"5,859,128","11,718,256",76,"164,786","12,523,736",26,"131,828","3,427,528",266,"10,000","2,660,000",703,"3,000","2,109,000","12,976",300,"3,892,800","21,674",200,"4,334,800","30,521",100,"3,052,100"
22139,2022-12-05,01,13,14,22,35,02,05,"1,016,097,851.23","983,440,468.09","249,420,144",32657383.14,1,https://pdf.sporttery.cn/33800/22139/22139.pdf,2,"10,000,000","20,000,000",0,---,0,85,"161,085","13,692,225",9,"128,868","1,159,812",126,"10,000","1,260,000",636,"3,000","1,908,000","11,527",300,"3,458,100","21,543",200,"4,308,600","22,475",100,"2,247,500"
22140,2022-12-07,05,15,25,26,29,04,12,"984,601,777.52","1,016,097,851.23","263,913,540",0,2,https://pdf.sporttery.cn/33800/22140/22140.pdf,7,"8,414,552","58,901,864",4,"6,731,641","26,926,564",111,"119,164","13,227,204",22,"95,331","2,097,282",308,"10,000","3,080,000",814,"3,000","2,442,000","17,619",300,"5,285,700","17,207",200,"3,441,400","42,728",100,"4,272,800"
22141,2022-12-10,05,06,14,24,25,02,04,"1,047,136,066.48","984,601,777.52","280,927,317",62534288.96,1,https://pdf.sporttery.cn/33800/22141/22141.pdf,0,---,0,0,---,0,114,"116,962","13,333,668",46,"93,569","4,304,174",256,"10,000","2,560,000",668,"3,000","2,004,000","17,042",300,"5,112,600","18,507",200,"3,701,400","37,299",100,"3,729,900"
22142,2022-12-12,07,12,14,29,35,01,11,"1,078,507,658.16","1,047,136,066.48","261,964,327",31371591.68,3,https://pdf.sporttery.cn/33800/22142/22142.pdf,2,"10,000,000","20,000,000",1,"8,000,000","8,000,000",83,"149,783","12,431,989",36,"119,826","4,313,736",152,"10,000","1,520,000",493,"3,000","1,479,000","12,671",300,"3,801,300","16,211",200,"3,242,200","28,295",100,"2,829,500"
22143,2022-12-14,10,13,14,27,33,07,08,"1,091,325,801.32","1,078,507,658.16","250,946,991",12818143.16,3,https://pdf.sporttery.cn/33800/22143/22143.pdf,3,"10,000,000","30,000,000",1,"8,000,000","8,000,000",121,"87,291","10,562,211",54,"69,832","3,770,928",254,"10,000","2,540,000",699,"3,000","2,097,000","15,609",300,"4,682,700","19,013",200,"3,802,600","33,804",100,"3,380,400"
22144,2022-12-17,03,04,08,15,21,04,07,"1,077,698,266.51","1,091,325,801.32","254,622,809",0,2,https://pdf.sporttery.cn/33800/22144/22144.pdf,5,"9,732,901","48,664,505",1,"7,786,320","7,786,320",111,"87,397","9,701,067",34,"69,917","2,377,178",327,"10,000","3,270,000","1,001","3,000","3,003,000","17,867",300,"5,360,100","28,224",200,"5,644,800","46,706",100,"4,670,600"
22145,2022-12-19,10,20,29,30,35,06,09,"1,054,075,162.55","1,077,698,266.51","235,282,028",0,1,https://pdf.sporttery.cn/33800/22145/22145.pdf,5,"8,228,015","41,140,075",3,"6,582,412","19,747,236",141,"54,684","7,710,444",64,"43,747","2,799,808",299,"10,000","2,990,000","1,105","3,000","3,315,000","18,436",300,"5,530,800","29,568",200,"5,913,600","38,752",100,"3,875,200"
22146,2022-12-21,01,21,23,28,35,07,09,"1,091,896,945.67","1,054,075,162.55","226,981,538",37821783.12,2,https://pdf.sporttery.cn/33800/22146/22146.pdf,1,"10,000,000","10,000,000",1,"8,000,000","8,000,000",29,"425,529","12,340,341",10,"340,423","3,404,230",109,"10,000","1,090,000",458,"3,000","1,374,000","7,760",300,"2,328,000","12,793",200,"2,558,600","17,828",100,"1,782,800"
22147,2022-12-24,04,12,22,28,30,09,11,"1,126,392,172.08","1,091,896,945.67","242,212,561",34495226.41,2,https://pdf.sporttery.cn/33800/22147/22147.pdf,2,"10,000,000","20,000,000",0,---,0,95,"119,521","11,354,495",42,"95,616","4,015,872",239,"10,000","2,390,000",626,"3,000","1,878,000","12,194",300,"3,658,200","15,581",200,"3,116,200","30,039",100,"3,003,900"
22148,2022-12-26,04,05,06,26,27,07,12,"1,098,940,648.32","1,126,392,172.08","222,561,477",0,2,https://pdf.sporttery.cn/33800/22148/22148.pdf,6,"8,092,788","48,556,728",3,"6,474,230","19,422,690",138,"55,924","7,717,512",83,"44,739","3,713,337",165,"10,000","1,650,000",753,"3,000","2,259,000","14,291",300,"4,287,300","23,459",200,"4,691,800","29,715",100,"2,971,500"
22149,2022-12-28,15,19,22,26,28,02,07,"1,073,084,049.88","1,098,940,648.32","227,015,437",0,3,https://pdf.sporttery.cn/33800/22149/22149.pdf,7,"8,559,676","59,917,732",2,"6,847,740","13,695,480",46,"220,095","10,124,370",19,"176,076","3,345,444",340,"10,000","3,400,000",508,"3,000","1,524,000","8,790",300,"2,637,000","19,984",200,"3,996,800","22,622",100,"2,262,200"
22150,2022-12-31,06,07,26,29,30,03,12,"1,071,397,015.78","1,073,084,049.88","267,131,944",0,1,https://pdf.sporttery.cn/33800/22150/22150.pdf,4,"10,000,000","40,000,000",2,"8,000,000","16,000,000",117,"105,068","12,292,956",36,"84,054","3,025,944",263,"10,000","2,630,000",630,"3,000","1,890,000","16,567",300,"4,970,100","18,918",200,"3,783,600","44,392",100,"4,439,200"
23001,2023-01-02,18,19,24,27,34,11,12,"1,124,542,797.38","1,071,397,015.78","244,595,607",53145781.6,3,https://pdf.sporttery.cn/33800/23001/23001.pdf,0,---,0,0,---,0,64,"191,196","12,236,544",18,"152,956","2,753,208",189,"10,000","1,890,000",645,"3,000","1,935,000","12,711",300,"3,813,300","16,890",200,"3,378,000","38,807",100,"3,880,700"
23002,2023-01-04,11,14,21,26,27,02,07,"1,153,840,957.44","1,124,542,797.38","255,061,637",29298160.06,1,https://pdf.sporttery.cn/33800/23002/23002.pdf,3,"10,000,000","30,000,000",0,---,0,48,"282,518","13,560,864",14,"226,014","3,164,196",167,"10,000","1,670,000",572,"3,000","1,716,000","11,125",300,"3,337,500","18,676",200,"3,735,200","26,230",100,"2,623,000"
23003,2023-01-07,05,06,14,21,22,02,09,"1,140,824,557.86","1,153,840,957.44","281,549,083",0,1,https://pdf.sporttery.cn/33800/23003/23003.pdf,6,"10,000,000","60,000,000",2,"8,000,000","16,000,000",96,"131,395","12,613,920",49,"105,116","5,150,684",200,"10,000","2,000,000",704,"3,000","2,112,000","14,445",300,"4,333,500","21,690",200,"4,338,000","32,372",100,"3,237,200"
23004,2023-01-09,04,13,15,20,22,04,08,"1,157,028,435.66","1,140,824,557.86","258,433,073",16203877.8,3,https://pdf.sporttery.cn/33800/23004/23004.pdf,3,"10,000,000","30,000,000",0,---,0,106,"100,245","10,625,970",30,"80,196","2,405,880",194,"10,000","1,940,000",845,"3,000","2,535,000","17,799",300,"5,339,700","28,885",200,"5,777,000","34,663",100,"3,466,300"
23005,2023-01-11,01,03,10,20,29,06,11,"1,150,759,496.08","1,157,028,435.66","271,728,892",0,2,https://pdf.sporttery.cn/33800/23005/23005.pdf,5,"10,000,000","50,000,000",0,---,0,113,"83,679","9,455,727",43,"66,943","2,878,549",223,"10,000","2,230,000","1,370","3,000","4,110,000","20,911",300,"6,273,300","36,584",200,"7,316,800","40,042",100,"4,004,200"
23006,2023-01-14,02,04,12,27,35,06,07,"1,166,367,354.78","1,150,759,496.08","286,730,809",15607858.7,3,https://pdf.sporttery.cn/33800/23006/23006.pdf,2,"10,000,000","20,000,000",2,"8,000,000","16,000,000",123,"93,427","11,491,521",41,"74,741","3,064,381",183,"10,000","1,830,000",907,"3,000","2,721,000","18,548",300,"5,564,400","29,764",200,"5,952,800","33,491",100,"3,349,100"
23007,2023-01-16,02,03,24,30,32,01,06,"1,214,621,616.68","1,166,367,354.78","270,298,202",48254261.9,1,https://pdf.sporttery.cn/33800/23007/23007.pdf,2,"10,000,000","20,000,000",0,---,0,48,"338,929","16,268,592",11,"271,143","2,982,573",126,"10,000","1,260,000",402,"3,000","1,206,000","9,133",300,"2,739,900","15,484",200,"3,096,800","24,006",100,"2,400,600"
23008,2023-01-18,04,09,17,22,25,01,05,"1,153,640,352.57","1,214,621,616.68","322,639,161",0,2,https://pdf.sporttery.cn/33800/23008/23008.pdf,11,"6,668,897","73,357,867",5,"5,335,117","26,675,585",243,"37,136","9,024,048",67,"29,708","1,990,436",483,"10,000","4,830,000","1,516","3,000","4,548,000","35,844",300,"10,753,200","43,229",200,"8,645,800","55,260",100,"5,526,000"
