term,draw_time,front_1,front_2,front_3,front_4,front_5,back_1,back_2,pool_balance_after_draw,pool_balance,total_sale_amount,flow_fund,equipment_count,pdf_url,prize_1_count,prize_1_amount,prize_1_total,prize_1_extra_count,prize_1_extra_amount,prize_1_extra_total,prize_2_count,prize_2_amount,prize_2_total,prize_2_extra_count,prize_2_extra_amount,prize_2_extra_total,prize_3_count,prize_3_amount,prize_3_total,prize_4_count,prize_4_amount,prize_4_total,prize_5_count,prize_5_amount,prize_5_total,prize_6_count,prize_6_amount,prize_6_total,prize_7_count,prize_7_amount,prize_7_total
18101,2018-08-29,03,14,15,23,29,04,05,"6,308,725,026.92",0,"198,499,936",,3,https://pdf.sporttery.cn/33800/18101/18101.pdf,8,"6,369,457","50,955,656",4,"3,821,674","15,286,696",213,"31,199","6,645,387",60,"18,719","1,123,140","1,530","1,630","2,493,900","53,057",200,"10,611,400","817,991",10,"8,179,910","6,418,676",5,"32,093,380",,,
18102,2018-09-01,06,07,13,22,24,10,12,"6,342,068,179.76",0,"224,197,222",,2,https://pdf.sporttery.cn/33800/18102/18102.pdf,2,"10,000,000","20,000,000",0,---,0,71,"145,812","10,352,652",28,"87,487","2,449,636",799,"5,123","4,093,277","26,409",200,"5,281,800","538,542",10,"5,385,420","5,223,064",5,"26,115,320",,,
18103,2018-09-03,14,24,26,28,35,02,03,"6,391,571,458.42",0,"202,609,595",,3,https://pdf.sporttery.cn/33800/18103/18103.pdf,0,---,0,0,---,0,31,"311,015","9,641,465",12,"186,609","2,239,308",408,"9,613","3,922,104","18,148",200,"3,629,600","405,451",10,"4,054,510","4,835,005",5,"24,175,025",,,
18104,2018-09-05,01,13,14,26,28,07,11,"6,430,739,174.62",0,"203,640,357",,3,https://pdf.sporttery.cn/33800/18104/18104.pdf,1,"10,000,000","10,000,000",0,---,0,40,"253,224","10,128,960",11,"151,934","1,671,274",517,"7,217","3,731,189","21,230",200,"4,246,000","436,677",10,"4,366,770","4,795,427",5,"23,977,135",,,
18105,2018-09-08,01,16,19,20,31,02,07,"6,452,487,726.44",0,"219,284,141",,2,https://pdf.sporttery.cn/33800/18105/18105.pdf,3,"10,000,000","30,000,000",0,---,0,62,"170,599","10,577,138",18,"102,359","1,842,462",722,"5,294","3,822,268","28,103",200,"5,620,600","499,872",10,"4,998,720","5,147,838",5,"25,739,190",,,
18106,2018-09-10,04,14,17,24,31,01,04,"6,472,172,226.51",0,"204,182,024",,3,https://pdf.sporttery.cn/33800/18106/18106.pdf,2,"10,000,000","20,000,000",1,"6,000,000","6,000,000",84,"107,492","9,029,328",30,"64,495","1,934,850",707,"4,920","3,478,440","29,865",200,"5,973,000","539,148",10,"5,391,480","5,127,980",5,"25,639,900",,,
18107,2018-09-12,07,08,09,10,22,03,04,"6,469,261,221.79",0,"207,148,979",,1,https://pdf.sporttery.cn/33800/18107/18107.pdf,5,"8,520,138","42,600,690",1,"5,112,082","5,112,082",84,"102,992","8,651,328",34,"61,795","2,101,030","1,089","3,074","3,347,586","31,501",200,"6,300,200","586,519",10,"5,865,190","5,445,679",5,"27,228,395",,,
18108,2018-09-15,09,10,24,31,32,07,12,"6,512,454,344.16",0,"214,909,384",,2,https://pdf.sporttery.cn/33800/18108/18108.pdf,1,"10,000,000","10,000,000",0,---,0,40,"257,386","10,295,440",16,"154,431","2,470,896",565,"7,050","3,983,250","24,599",200,"4,919,800","448,499",10,"4,484,990","4,621,754",5,"23,108,770",,,
18109,2018-09-17,10,16,23,25,34,02,05,"6,515,974,853.57",0,"193,599,346",,1,https://pdf.sporttery.cn/33800/18109/18109.pdf,3,"9,587,170","28,761,510",2,"5,752,302","11,504,604",37,"234,571","8,679,127",13,"140,742","1,829,646",567,"5,831","3,306,177","24,257",200,"4,851,400","479,691",10,"4,796,910","5,009,193",5,"25,045,965",,,
18110,2018-09-19,06,19,21,27,28,03,11,"6,499,010,024.89",0,"199,222,858",,2,https://pdf.sporttery.cn/33800/18110/18110.pdf,6,"7,219,659","43,317,954",3,"4,331,795","12,995,385",136,"56,279","7,653,944",53,"33,767","1,789,651",992,"2,982","2,958,144","38,211",200,"7,642,200","653,570",10,"6,535,700","5,650,589",5,"28,252,945",,,
18111,2018-09-22,03,16,27,28,32,04,05,"6,520,081,923.65",0,"215,472,949",,1,https://pdf.sporttery.cn/33800/18111/18111.pdf,3,"10,000,000","30,000,000",0,---,0,48,"212,799","10,214,352",16,"127,679","2,042,864",610,"6,169","3,763,090","26,704",200,"5,340,800","491,679",10,"4,916,790","5,025,911",5,"25,129,555",,,
18112,2018-09-24,03,07,08,09,29,09,10,"6,521,875,291.15",0,"193,514,083",,3,https://pdf.sporttery.cn/33800/18112/18112.pdf,3,"9,319,980","27,959,940",1,"5,591,988","5,591,988",88,"76,560","6,737,280",38,"45,936","1,745,568",856,"3,112","2,663,872","36,234",200,"7,246,800","676,500",10,"6,765,000","6,211,184",5,"31,055,920",,,
18113,2018-09-26,08,12,27,31,33,04,08,"6,557,535,636.88",0,"204,939,053",,3,https://pdf.sporttery.cn/33800/18113/18113.pdf,1,"10,000,000","10,000,000",0,---,0,68,"132,991","9,043,388",24,"79,794","1,915,056",638,"5,543","3,536,434","26,221",200,"5,244,200","530,834",10,"5,308,340","5,380,375",5,"26,901,875",,,
18114,2018-09-29,12,18,26,28,29,05,06,"6,552,450,316.38",0,"224,148,934",,1,https://pdf.sporttery.cn/33800/18114/18114.pdf,6,"8,262,635","49,575,810",0,---,0,77,"121,614","9,364,278",18,"72,968","1,313,424",937,"3,517","3,295,429","38,129",200,"7,625,800","710,710",10,"7,107,100","6,592,277",5,"32,961,385",,,
18115,2018-10-01,02,06,13,18,25,01,02,"6,535,370,887.62",0,"188,986,085",,3,https://pdf.sporttery.cn/33800/18115/18115.pdf,5,"7,251,127","36,255,635",5,"4,350,676","21,753,380",118,"63,538","7,497,484",61,"38,122","2,325,442",664,"4,710","3,127,440","28,961",200,"5,792,200","556,066",10,"5,560,660","4,920,720",5,"24,603,600",,,
18116,2018-10-03,01,14,17,21,33,07,10,"6,524,536,540.06",0,"182,177,791",,1,https://pdf.sporttery.cn/33800/18116/18116.pdf,6,"7,638,767","45,832,602",1,"4,583,260","4,583,260",48,"168,431","8,084,688",14,"101,058","1,414,812",752,"4,018","3,021,536","26,731",200,"5,346,200","504,045",10,"5,040,450","4,876,498",5,"24,382,490",,,
18117,2018-10-06,07,11,13,22,29,03,08,"6,498,990,134.83",0,"217,651,581",,1,https://pdf.sporttery.cn/33800/18117/18117.pdf,8,"6,746,812","53,974,496",2,"4,048,087","8,096,174",104,"66,007","6,864,728",48,"39,604","1,900,992","1,383","2,026","2,801,958","54,951",200,"10,990,200","822,064",10,"8,220,640","7,021,115",5,"35,105,575",,,
18118,2018-10-08,04,05,14,21,34,06,09,"6,485,845,808.74",0,"211,508,812",,2,https://pdf.sporttery.cn/33800/18118/18118.pdf,6,"7,363,770","44,182,620",1,"4,418,262","4,418,262",43,"156,425","6,726,275",19,"93,855","1,783,245",995,"2,820","2,805,900","46,877",200,"9,375,400","788,532",10,"7,885,320","7,246,806",5,"36,234,030",,,
18119,2018-10-10,06,09,11,16,35,02,05,"6,481,977,558.64",0,"212,932,980",,1,https://pdf.sporttery.cn/33800/18119/18119.pdf,5,"8,385,832","41,929,160",1,"5,031,499","5,031,499",56,"157,655","8,828,680",16,"94,593","1,513,488",810,"4,221","3,419,010","34,952",200,"6,990,400","647,565",10,"6,475,650","6,215,907",5,"31,079,535",,,
18120,2018-10-13,21,22,25,27,30,08,09,"6,502,829,135.12",0,"234,821,953",,3,https://pdf.sporttery.cn/33800/18120/18120.pdf,3,"10,000,000","30,000,000",1,"6,000,000","6,000,000",148,"67,950","10,056,600",88,"40,770","3,587,760",490,"9,110","4,463,900","25,257",200,"5,051,400","505,087",10,"5,050,870","5,474,084",5,"27,370,420",,,
18121,2018-10-15,06,07,21,29,30,01,10,"6,520,734,499.03",0,"207,915,429",,3,https://pdf.sporttery.cn/33800/18121/18121.pdf,2,"10,000,000","20,000,000",1,"6,000,000","6,000,000",91,"105,372","9,588,852",15,"63,223","948,345","1,094","3,187","3,486,578","33,787",200,"6,757,400","606,544",10,"6,065,440","5,620,251",5,"28,101,255",,,
18122,2018-10-17,08,09,21,30,31,05,12,"6,530,054,426.41",0,"214,571,833",,2,https://pdf.sporttery.cn/33800/18122/18122.pdf,4,"10,000,000","40,000,000",0,---,0,116,"78,493","9,105,188",58,"47,095","2,731,510",669,"5,616","3,757,104","26,848",200,"5,369,600","525,928",10,"5,259,280","5,346,268",5,"26,731,340",,,
18123,2018-10-20,06,09,29,32,35,02,04,"6,522,610,651.61",0,"234,208,723",,3,https://pdf.sporttery.cn/33800/18123/18123.pdf,6,"8,116,254","48,697,524",2,"4,869,752","9,739,504",91,"109,271","9,943,661",35,"65,562","2,294,670",756,"5,345","4,040,820","34,055",200,"6,811,000","660,584",10,"6,605,840","6,184,000",5,"30,920,000",,,
18124,2018-10-22,08,10,12,19,20,10,11,"6,524,154,322.05",0,"216,443,708",,2,https://pdf.sporttery.cn/33800/18124/18124.pdf,3,"9,217,353","27,652,059",2,"5,530,411","11,060,822",156,"50,320","7,849,920",60,"30,192","1,811,520","1,099","2,825","3,104,675","45,459",200,"9,091,800","799,659",10,"7,996,590","6,450,766",5,"32,253,830",,,
18125,2018-10-24,07,16,20,21,34,04,06,"6,522,197,027.55",0,"219,795,983",,1,https://pdf.sporttery.cn/33800/18125/18125.pdf,5,"8,680,527","43,402,635",2,"5,208,316","10,416,632",80,"123,236","9,858,880",35,"73,941","2,587,935",655,"5,722","3,747,910","25,985",200,"5,197,000","534,190",10,"5,341,900","5,222,647",5,"26,113,235",,,
18126,2018-10-27,11,13,15,21,27,05,06,"6,554,917,405.49",0,"237,550,025",,3,https://pdf.sporttery.cn/33800/18126/18126.pdf,2,"10,000,000","20,000,000",0,---,0,82,"132,076","10,830,232",23,"79,245","1,822,635",723,"5,332","3,855,036","30,518",200,"6,103,600","632,571",10,"6,325,710","6,294,575",5,"31,472,875",,,
18127,2018-10-29,01,03,04,11,29,08,12,"6,564,347,966.86",0,"217,690,667",,3,https://pdf.sporttery.cn/33800/18127/18127.pdf,3,"10,000,000","30,000,000",2,"6,000,000","12,000,000",75,"137,148","10,286,100",25,"82,288","2,057,200",915,"4,190","3,833,850","25,058",200,"5,011,600","505,534",10,"5,055,340","5,237,699",5,"26,188,495",,,
18128,2018-10-31,11,12,14,16,26,08,09,"6,594,664,860.45",0,"220,324,605",,2,https://pdf.sporttery.cn/33800/18128/18128.pdf,2,"10,000,000","20,000,000",0,---,0,54,"188,100","10,157,400",17,"112,860","1,918,620",618,"6,353","3,926,154","26,611",200,"5,322,200","552,516",10,"5,525,160","5,616,254",5,"28,081,270",,,
18129,2018-11-03,04,07,21,22,29,03,06,"6,576,364,115.59",0,"235,940,348",,2,https://pdf.sporttery.cn/33800/18129/18129.pdf,7,"7,175,014","50,225,098",2,"4,305,008","8,610,016",112,"76,600","8,579,200",25,"45,960","1,149,000","2,403","1,500","3,604,500","61,761",200,"12,352,200","892,186",10,"8,921,860","7,314,207",5,"36,571,035",,,
18130,2018-11-05,03,04,16,18,25,01,11,"6,590,885,413.07",0,"217,325,653",,2,https://pdf.sporttery.cn/33800/18130/18130.pdf,3,"10,000,000","30,000,000",1,"6,000,000","6,000,000",50,"209,777","10,488,850",13,"125,866","1,636,258",777,"4,720","3,667,440","26,143",200,"5,228,600","529,414",10,"5,294,140","5,352,127",5,"26,760,635",,,
18131,2018-11-07,12,14,21,32,33,02,11,"6,635,339,455.74",0,"216,536,327",,1,https://pdf.sporttery.cn/33800/18131/18131.pdf,1,"10,000,000","10,000,000",0,---,0,49,"225,327","11,041,023",15,"135,196","2,027,940",519,"7,814","4,055,466","21,483",200,"4,296,600","429,211",10,"4,292,110","4,643,243",5,"23,216,215",,,
18132,2018-11-10,03,16,22,23,27,01,04,"6,678,376,013.66",0,"239,163,144",,1,https://pdf.sporttery.cn/33800/18132/18132.pdf,1,"10,000,000","10,000,000",1,"6,000,000","6,000,000",56,"202,991","11,367,496",23,"121,794","2,801,262",672,"6,444","4,330,368","24,569",200,"4,913,800","516,703",10,"5,167,030","5,308,018",5,"26,540,090",,,
18133,2018-11-12,08,12,14,15,19,01,10,"6,657,631,974.04",0,"217,396,050",,2,https://pdf.sporttery.cn/33800/18133/18133.pdf,9,"7,330,640","65,975,760",2,"4,398,384","8,796,768",52,"208,470","10,840,440",17,"125,082","2,126,394",468,"8,893","4,161,924","20,205",200,"4,041,000","455,168",10,"4,551,680","4,872,375",5,"24,361,875",,,
18134,2018-11-14,04,05,19,31,35,02,12,"6,685,696,823.23",0,"216,189,491",,3,https://pdf.sporttery.cn/33800/18134/18134.pdf,2,"10,000,000","20,000,000",1,"6,000,000","6,000,000",39,"270,324","10,542,636",15,"162,194","2,432,910",380,"10,587","4,023,060","21,891",200,"4,378,200","431,885",10,"4,318,850","4,714,272",5,"23,571,360",,,
18135,2018-11-17,14,19,23,27,34,06,12,"6,728,041,749.31",0,"234,501,139",,3,https://pdf.sporttery.cn/33800/18135/18135.pdf,2,"10,000,000","20,000,000",0,---,0,32,"370,365","11,851,680",14,"222,219","3,111,066",378,"12,794","4,836,132","18,856",200,"3,771,200","407,949",10,"4,079,490","4,483,585",5,"22,417,925",,,
18136,2018-11-19,03,11,12,19,21,05,11,"6,745,147,509",0,"211,832,625",,2,https://pdf.sporttery.cn/33800/18136/18136.pdf,2,"10,000,000","20,000,000",1,"6,000,000","6,000,000",89,"92,040","8,191,560",39,"55,224","2,153,736",917,"3,699","3,391,983","37,944",200,"7,588,800","663,515",10,"6,635,150","5,903,074",5,"29,515,370",,,
18137,2018-11-21,07,10,22,23,33,08,11,"6,774,793,860.95",0,"213,366,740",,3,https://pdf.sporttery.cn/33800/18137/18137.pdf,1,"10,000,000","10,000,000",1,"6,000,000","6,000,000",103,"88,777","9,144,031",34,"53,266","1,811,044",820,"4,405","3,612,100","34,221",200,"6,844,200","624,349",10,"6,243,490","5,666,592",5,"28,332,960",,,
18138,2018-11-24,01,23,24,28,33,04,05,"6,820,616,434.92",0,"235,550,538",,1,https://pdf.sporttery.cn/33800/18138/18138.pdf,1,"10,000,000","10,000,000",0,---,0,45,"240,097","10,804,365",18,"144,058","2,593,044",543,"7,704","4,183,272","26,986",200,"5,397,200","531,025",10,"5,310,250","5,683,432",5,"28,417,160",,,
18139,2018-11-26,05,11,16,28,35,06,09,"6,818,142,501.45",0,"211,260,296",,3,https://pdf.sporttery.cn/33800/18139/18139.pdf,4,"8,554,761","34,219,044",2,"5,132,856","10,265,712",57,"146,124","8,329,068",20,"87,674","1,753,480",989,"3,291","3,254,799","37,478",200,"7,495,600","629,221",10,"6,292,210","6,191,786",5,"30,958,930",,,
18140,2018-11-28,01,06,08,12,15,03,04,"6,827,035,600.62",0,"214,669,161",,3,https://pdf.sporttery.cn/33800/18140/18140.pdf,4,"10,000,000","40,000,000",0,---,0,43,"236,579","10,172,897",11,"141,947","1,561,417",608,"6,082","3,697,856","25,159",200,"5,031,800","527,248",10,"5,272,480","5,578,399",5,"27,891,995",,,
18141,2018-12-01,03,07,23,26,33,04,09,"6,821,675,414.27",0,"229,878,514",,3,https://pdf.sporttery.cn/33800/18141/18141.pdf,7,"8,326,917","58,288,419",0,---,0,86,"115,479","9,931,194",40,"69,287","2,771,480",968,"4,350","4,210,800","31,654",200,"6,330,800","569,599",10,"5,695,990","5,541,035",5,"27,705,175",,,
18142,2018-12-03,19,24,28,29,34,10,11,"6,821,793,738",0,"209,733,653",,3,https://pdf.sporttery.cn/33800/18142/18142.pdf,5,"8,947,164","44,735,820",0,---,0,62,"149,099","9,244,138",17,"89,459","1,520,803",690,"4,987","3,441,030","32,179",200,"6,435,800","607,849",10,"6,078,490","5,682,743",5,"28,413,715",,,
18143,2018-12-05,04,07,20,22,33,01,02,"6,875,246,343.44",0,"209,812,542",,3,https://pdf.sporttery.cn/33800/18143/18143.pdf,0,---,0,0,---,0,34,"311,374","10,586,716",12,"186,824","2,241,888",441,"9,612","4,238,892","18,146",200,"3,629,200","420,900",10,"4,209,000","4,474,701",5,"22,373,505",,,
18144,2018-12-08,06,17,18,24,31,07,11,"6,852,100,778.34",0,"218,318,880",,3,https://pdf.sporttery.cn/33800/18144/18144.pdf,7,"6,993,911","48,957,377",4,"4,196,346","16,785,384",167,"49,772","8,311,924",64,"29,863","1,911,232","1,180","2,714","3,202,520","40,916",200,"8,183,200","733,516",10,"7,335,160","6,378,335",5,"31,891,675",,,
18145,2018-12-10,09,18,29,31,33,06,11,"6,863,931,453",0,"203,937,312",,2,https://pdf.sporttery.cn/33800/18145/18145.pdf,3,"10,000,000","30,000,000",1,"6,000,000","6,000,000",62,"155,126","9,617,812",20,"93,075","1,861,500",636,"5,658","3,598,488","26,427",200,"5,285,400","488,672",10,"4,886,720","4,820,585",5,"24,102,925",,,
18146,2018-12-12,03,08,09,13,33,01,02,"6,915,052,805.36",0,"205,362,986",,1,https://pdf.sporttery.cn/33800/18146/18146.pdf,0,---,0,0,---,0,59,"168,531","9,943,329",23,"101,118","2,325,714",508,"7,554","3,837,432","20,343",200,"4,068,600","446,748",10,"4,467,480","4,467,856",5,"22,339,280",,,
18147,2018-12-15,01,11,26,33,35,02,10,"6,972,210,324.58",0,"223,971,838",,3,https://pdf.sporttery.cn/33800/18147/18147.pdf,0,---,0,0,---,0,38,"303,491","11,532,658",12,"182,094","2,185,128",569,"7,232","4,115,008","20,518",200,"4,103,600","427,217",10,"4,272,170","4,733,875",5,"23,669,375",,,
18148,2018-12-17,02,06,24,33,34,02,03,"6,967,866,677.36",0,"208,136,096",,3,https://pdf.sporttery.cn/33800/18148/18148.pdf,6,"8,411,469","50,468,814",1,"5,046,881","5,046,881",154,"74,522","11,476,388",18,"44,713","804,834",637,"6,374","4,060,238","25,550",200,"5,110,000","450,298",10,"4,502,980","4,492,512",5,"22,462,560",,,
18149,2018-12-19,01,07,10,11,20,03,06,"6,956,714,763.71",0,"207,515,954",,3,https://pdf.sporttery.cn/33800/18149/18149.pdf,5,"7,744,487","38,722,435",4,"4,646,692","18,586,768",73,"118,605","8,658,165",34,"71,163","2,419,542",878,"3,830","3,362,740","31,293",200,"6,258,600","553,196",10,"5,531,960","5,217,414",5,"26,087,070",,,
18150,2018-12-22,05,12,13,31,34,10,12,"7,002,968,220.47",0,"225,791,549",,1,https://pdf.sporttery.cn/33800/18150/18150.pdf,1,"10,000,000","10,000,000",0,---,0,56,"222,053","12,434,968",8,"133,231","1,065,848",470,"9,198","4,323,060","22,574",200,"4,514,800","459,599",10,"4,595,990","4,988,514",5,"24,942,570",,,
18151,2018-12-24,04,08,18,29,30,03,07,"7,018,219,322.87",0,"207,291,663",,3,https://pdf.sporttery.cn/33800/18151/18151.pdf,2,"10,000,000","20,000,000",1,"6,000,000","6,000,000",103,"84,762","8,730,486",23,"50,857","1,169,711","1,065","2,864","3,050,160","40,216",200,"8,043,200","659,742",10,"6,597,420","5,818,134",5,"29,090,670",,,
18152,2018-12-26,02,04,05,12,28,08,11,"7,064,136,608.18",0,"205,613,392",,2,https://pdf.sporttery.cn/33800/18152/18152.pdf,0,---,0,0,---,0,54,"165,467","8,935,218",21,"99,280","2,084,880",489,"7,214","3,527,646","26,697",200,"5,339,400","519,218",10,"5,192,180","5,390,787",5,"26,953,935",,,
18153,2018-12-29,03,06,07,08,21,01,08,"7,088,689,110.58",0,"226,088,197",,2,https://pdf.sporttery.cn/33800/18153/18153.pdf,2,"10,000,000","20,000,000",1,"6,000,000","6,000,000",81,"129,621","10,499,301",21,"77,772","1,633,212",921,"3,931","3,620,451","32,174",200,"6,434,800","614,831",10,"6,148,310","5,691,591",5,"28,457,955",,,
18154,2018-12-31,14,22,23,26,30,03,05,"7,118,917,925.11",0,"211,659,213",,2,https://pdf.sporttery.cn/33800/18154/18154.pdf,1,"10,000,000","10,000,000",1,"6,000,000","6,000,000",45,"203,203","9,144,135",16,"121,921","1,950,736",518,"6,939","3,594,402","27,572",200,"5,514,400","590,135",10,"5,901,350","5,747,595",5,"28,737,975",,,
19001,2019-01-02,06,18,23,26,28,03,12,"7,142,421,311.27",0,"210,010,629",,1,https://pdf.sporttery.cn/33800/19001/19001.pdf,3,"10,000,000","30,000,000",0,---,0,52,"198,774","10,336,248",21,"119,264","2,504,544",651,"6,267","4,079,817","21,410",200,"4,282,000","418,373",10,"4,183,730","4,298,771",5,"21,493,855",,,
19002,2019-01-05,02,07,14,22,31,01,07,"7,151,049,695.27",0,"225,241,300",,3,https://pdf.sporttery.cn/33800/19002/19002.pdf,3,"10,000,000","30,000,000",2,"6,000,000","12,000,000",128,"73,021","9,346,688",64,"43,812","2,803,968","1,288","3,141","4,045,608","34,951",200,"6,990,200","613,143",10,"6,131,430",0,5,0,,,
19003,2019-01-07,04,08,18,20,32,10,12,"7,201,268,804.59",0,"207,380,158",,3,https://pdf.sporttery.cn/33800/19003/19003.pdf,0,---,0,0,---,0,47,"208,522","9,800,534",18,"125,113","2,252,034",530,"7,291","3,864,230","21,077",200,"4,215,400","473,255",10,"4,732,550","4,808,188",5,"24,040,940",,,
19004,2019-01-09,15,16,17,31,32,03,09,"7,161,063,055.99",0,"204,580,697",,2,https://pdf.sporttery.cn/33800/19004/19004.pdf,11,"6,339,208","69,731,288",2,"3,803,524","7,607,048",156,"48,698","7,596,888",45,"29,218","1,314,810",990,"2,855","2,826,450","46,734",200,"9,346,800","699,150",10,"6,991,500","6,305,332",5,"31,526,660",,,
19005,2019-01-12,21,26,27,29,34,05,06,"7,179,285,216.01",0,"226,883,398",,1,https://pdf.sporttery.cn/33800/19005/19005.pdf,2,"10,000,000","20,000,000",1,"6,000,000","6,000,000",159,"56,877","9,043,443",46,"34,126","1,569,796","1,048","3,259","3,415,432","43,096",200,"8,619,200","746,968",10,"7,469,680","6,727,557",5,"33,637,785",,,
19006,2019-01-14,14,17,19,25,30,04,08,"7,179,104,849.41",0,"211,569,980",,2,https://pdf.sporttery.cn/33800/19006/19006.pdf,3,"8,889,205","26,667,615",1,"5,333,523","5,333,523",89,"73,858","6,573,362",24,"44,314","1,063,536","1,595","1,553","2,477,035","65,028",200,"13,005,600","921,997",10,"9,219,970","7,044,628",5,"35,223,140",,,
19007,2019-01-16,03,12,16,29,32,01,05,"7,231,975,347.18",0,"212,856,147",,3,https://pdf.sporttery.cn/33800/19007/19007.pdf,0,---,0,0,---,0,74,"147,545","10,918,330",20,"88,527","1,770,540",546,"7,362","4,019,652","24,116",200,"4,823,200","457,184",10,"4,571,840","4,547,271",5,"22,736,355",,,
19008,2019-01-19,03,08,17,20,24,06,11,"7,175,235,779.36",0,"235,369,276",,3,https://pdf.sporttery.cn/33800/19008/19008.pdf,15,"6,366,438","95,496,570",4,"3,819,862","15,279,448",71,"152,933","10,858,243",23,"91,759","2,110,457",843,"4,844","4,083,492","31,834",200,"6,366,800","569,727",10,"5,697,270","5,790,247",5,"28,951,235",,,
19009,2019-01-21,03,09,15,18,26,06,12,"7,221,191,570.40",0,"208,724,945",,2,https://pdf.sporttery.cn/33800/19009/19009.pdf,0,---,0,0,---,0,106,"81,098","8,596,388",50,"48,658","2,432,900",953,"3,637","3,466,061","34,026",200,"6,805,200","566,640",10,"5,666,400","5,220,771",5,"26,103,855",,,
19010,2019-01-23,03,07,24,25,27,02,12,"7,255,514,505.17",0,"213,767,581",,3,https://pdf.sporttery.cn/33800/19010/19010.pdf,2,"10,000,000","20,000,000",0,---,0,42,"249,760","10,489,920",17,"149,856","2,547,552",491,"8,506","4,176,446","19,464",200,"3,892,800","423,952",10,"4,239,520","4,532,215",5,"22,661,075",,,
19011,2019-01-26,04,12,13,16,17,04,09,"7,282,068,516.69",0,"229,215,164",,1,https://pdf.sporttery.cn/33800/19011/19011.pdf,2,"10,000,000","20,000,000",0,---,0,66,"143,243","9,454,038",20,"85,945","1,718,900",754,"4,812","3,628,248","41,712",200,"8,342,400","674,975",10,"6,749,750","6,495,871",5,"32,479,355",,,
19012,2019-01-28,05,09,17,18,19,07,10,"7,270,412,609.81",0,"208,049,284",,2,https://pdf.sporttery.cn/33800/19012/19012.pdf,5,"7,293,176","36,465,880",1,"4,375,905","4,375,905",144,"38,914","5,603,616",60,"23,348","1,400,880","1,397","1,629","2,275,713","56,625",200,"11,325,000","922,937",10,"9,229,370","7,772,024",5,"38,860,120",,,
19013,2019-01-30,08,10,15,17,18,01,08,"7,261,573,924.16",0,"209,355,520",,2,https://pdf.sporttery.cn/33800/19013/19013.pdf,6,"7,771,123","46,626,738",0,---,0,80,"94,273","7,541,840",27,"56,563","1,527,201","1,043","2,868","2,991,324","44,856",200,"8,971,200","754,803",10,"7,548,030","6,553,263",5,"32,766,315",,,
19014,2019-02-02,12,14,20,28,31,09,11,"7,281,902,287.45",0,"252,453,111",,1,https://pdf.sporttery.cn/33800/19014/19014.pdf,3,"10,000,000","30,000,000",0,---,0,113,"85,181","9,625,453",48,"51,108","2,453,184",931,"4,138","3,852,478","42,540",200,"8,508,000","808,604",10,"8,086,040","7,397,419",5,"36,987,095",,,
19015,2019-02-11,02,05,10,13,30,04,06,"7,318,529,721.59",0,"200,905,382",,2,https://pdf.sporttery.cn/33800/19015/19015.pdf,1,"10,000,000","10,000,000",0,---,0,57,"179,336","10,222,152",9,"107,601","968,409",630,"5,380","3,389,400","24,627",200,"4,925,400","497,396",10,"4,973,960","4,908,751",5,"24,543,755",,,
19016,2019-02-13,03,05,13,16,28,02,06,"7,335,987,177.13",0,"199,463,845",,1,https://pdf.sporttery.cn/33800/19016/19016.pdf,2,"10,000,000","20,000,000",2,"6,000,000","12,000,000",38,"285,331","10,842,578",6,"171,198","1,027,188",489,"7,972","3,898,308","21,693",200,"4,338,600","423,350",10,"4,233,500","4,310,258",5,"21,551,290",,,
19017,2019-02-16,01,05,07,22,25,03,04,"7,345,788,306.22",0,"224,354,188",,2,https://pdf.sporttery.cn/33800/19017/19017.pdf,3,"10,000,000","30,000,000",2,"6,000,000","12,000,000",89,"111,800","9,950,200",37,"67,080","2,481,960",581,"6,674","3,877,594","26,055",200,"5,211,000","547,322",10,"5,473,220","5,638,566",5,"28,192,830",,,
19018,2019-02-18,03,18,19,26,34,06,12,"7,368,392,285.46",0,"206,286,685",,2,https://pdf.sporttery.cn/33800/19018/19018.pdf,2,"10,000,000","20,000,000",1,"6,000,000","6,000,000",84,"125,429","10,536,036",15,"75,257","1,128,855",640,"5,652","3,617,280","25,309",200,"5,061,800","497,498",10,"4,974,980","4,871,092",5,"24,355,460",,,
19019,2019-02-20,04,11,19,25,32,01,02,"7,344,326,745.47",0,"240,747,642",,3,https://pdf.sporttery.cn/33800/19019/19019.pdf,3,"10,000,000","30,000,000",1,"8,000,000","8,000,000",118,"334,715","39,496,370",37,"267,772","9,907,564",396,"10,000","3,960,000",461,"3,000","1,383,000","16,322",300,"4,896,600","15,068",200,"3,013,600","43,761",100,"4,376,100"
19020,2019-02-23,01,08,16,27,34,03,12,"7,305,795,077.03",0,"262,801,443",,1,https://pdf.sporttery.cn/33800/19020/19020.pdf,4,"10,000,000","40,000,000",2,"8,000,000","16,000,000",633,"56,048","35,478,384",590,"44,838","26,454,420",347,"10,000","3,470,000",493,"3,000","1,479,000","10,550",300,"3,165,000","15,818",200,"3,163,600","26,408",100,"2,640,800"
19021,2019-02-25,07,13,17,24,33,01,10,"7,281,471,244.44",0,"246,282,617",,2,https://pdf.sporttery.cn/33800/19021/19021.pdf,3,"10,000,000","30,000,000",1,"8,000,000","8,000,000",86,"431,389","37,099,454",33,"345,111","11,388,663",875,"10,000","8,750,000",380,"3,000","1,140,000","14,273",300,"4,281,900","14,192",200,"2,838,400","43,643",100,"4,364,300"
